,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4707,10266,59,technician,married,secondary,no,0,yes,no,cellular,14,apr,145,1,-1,0,unknown,no
4708,4733,71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,276,2,-1,0,unknown,yes
4709,509,26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,1,-1,0,unknown,yes
4710,194,28,management,single,tertiary,no,939,yes,no,unknown,27,may,740,1,-1,0,unknown,yes
4711,2656,33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,-1,0,unknown,yes
4712,6980,33,blue-collar,married,secondary,no,526,yes,no,cellular,20,apr,198,3,-1,0,unknown,no
4713,8660,31,management,single,tertiary,no,291,yes,no,cellular,15,may,48,1,-1,0,unknown,no
4714,5331,33,management,single,tertiary,no,109,no,no,cellular,21,aug,122,5,-1,0,unknown,no
4715,1980,40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,yes
4716,5650,51,housemaid,married,unknown,no,2337,yes,no,cellular,25,aug,46,4,90,7,failure,no
4717,9295,42,management,married,secondary,no,283,yes,no,cellular,18,nov,400,1,-1,0,unknown,no
4718,1408,31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,872,1,-1,0,unknown,yes
4719,1732,44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,199,6,success,yes
4720,10479,45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
4721,10181,51,technician,divorced,secondary,no,0,yes,no,unknown,28,may,463,2,-1,0,unknown,no
4722,5959,47,services,married,secondary,no,518,no,no,cellular,29,aug,96,2,-1,0,unknown,no
4723,1160,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes
4724,2760,27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,-1,0,unknown,yes
4725,5407,46,self-employed,married,tertiary,no,917,no,no,cellular,9,jul,389,5,-1,0,unknown,no
4726,1774,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown,yes
4727,5239,25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,yes
4728,5550,56,management,married,secondary,no,208,no,yes,telephone,31,jul,84,6,-1,0,unknown,no
4729,5075,33,unemployed,single,secondary,no,2066,no,yes,cellular,9,sep,305,1,749,2,failure,yes
4730,1664,28,student,single,secondary,no,0,no,no,cellular,18,feb,209,20,-1,0,unknown,yes
4731,4823,34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
4732,3295,34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,1,84,2,failure,yes
4733,10399,48,blue-collar,single,primary,no,1080,yes,no,unknown,16,jun,112,3,-1,0,unknown,no
4734,361,36,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595,2,-1,0,unknown,yes
4735,454,27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,-1,0,unknown,yes
4736,6459,58,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,168,2,-1,0,unknown,no
4737,9973,22,student,single,secondary,no,722,yes,no,cellular,2,apr,108,1,-1,0,unknown,no
4738,6055,66,retired,single,tertiary,no,0,no,no,cellular,12,jan,105,1,92,2,failure,no
4739,4114,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92,2,success,yes
4740,4156,48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes
4741,10360,29,services,single,secondary,no,-287,yes,no,cellular,18,may,196,1,-1,0,unknown,no
4742,5889,42,admin.,married,secondary,no,0,yes,no,cellular,8,jul,1011,1,-1,0,unknown,no
4743,3429,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
4744,1651,29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,1,-1,0,unknown,yes
4745,9230,44,self-employed,single,secondary,no,125,yes,no,telephone,17,apr,109,3,-1,0,unknown,no
4746,4626,36,technician,divorced,secondary,no,2823,yes,no,cellular,8,jun,215,1,371,6,failure,yes
4747,4684,27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success,yes
4748,2170,30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes
4749,5283,23,student,single,tertiary,no,113,no,no,cellular,17,nov,266,1,-1,0,unknown,yes
4750,7842,38,services,single,secondary,no,167,yes,no,cellular,7,apr,255,2,-1,0,unknown,no
4751,1219,41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,unknown,yes
4752,1003,30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown,yes
4753,6442,26,blue-collar,married,secondary,no,0,yes,yes,telephone,30,jul,51,20,-1,0,unknown,no
4754,2868,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,yes
4755,3274,25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes
4756,5413,40,blue-collar,married,secondary,no,598,yes,no,cellular,31,jul,90,5,-1,0,unknown,no
4757,597,27,management,single,tertiary,no,151,yes,no,cellular,16,jul,496,1,-1,0,unknown,yes
4758,163,30,blue-collar,single,secondary,no,239,yes,no,unknown,23,may,785,1,-1,0,unknown,yes
4759,1446,50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,749,1,-1,0,unknown,yes
4760,9959,46,blue-collar,married,secondary,no,877,no,no,cellular,29,aug,339,2,-1,0,unknown,no
4761,3849,29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes
4762,3528,29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,-1,0,unknown,yes
4763,90,44,technician,married,tertiary,no,4580,yes,no,unknown,15,may,911,2,-1,0,unknown,yes
4764,7762,67,retired,married,unknown,no,714,no,no,cellular,9,sep,372,1,-1,0,unknown,no
4765,6634,58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,unknown,no
4766,274,31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,963,2,-1,0,unknown,yes
4767,2547,44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,unknown,yes
4768,5017,28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,2,-1,0,unknown,yes
4769,9229,35,self-employed,single,tertiary,no,538,yes,yes,cellular,19,nov,308,1,195,9,failure,no
4770,6569,42,management,single,tertiary,no,1768,yes,no,unknown,8,may,193,2,-1,0,unknown,no
4771,2568,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown,yes
4772,5190,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
4773,2038,51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,2,-1,0,unknown,yes
4774,10208,36,technician,married,tertiary,no,4388,no,no,cellular,8,aug,52,3,-1,0,unknown,no
4775,7663,33,technician,married,unknown,no,1450,no,no,cellular,27,apr,81,1,-1,0,unknown,no
4776,3976,36,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown,yes
4777,5116,58,management,divorced,unknown,no,2986,no,no,cellular,16,sep,414,1,91,5,other,yes
4778,6104,52,retired,divorced,primary,no,353,no,no,cellular,31,jul,395,4,-1,0,unknown,no
4779,224,30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes
4780,7572,30,services,married,secondary,no,2,no,yes,unknown,23,may,50,3,-1,0,unknown,no
4781,815,27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,yes
4782,1986,36,technician,single,secondary,yes,-487,yes,no,cellular,17,apr,1080,1,-1,0,unknown,yes
4783,5192,38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
4784,6190,40,services,divorced,primary,no,4,yes,no,cellular,7,may,171,2,-1,0,unknown,no
4785,4504,46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,6,53,6,success,yes
4786,1784,32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown,yes
4787,9384,27,admin.,single,secondary,no,116,no,no,cellular,30,jan,46,1,-1,0,unknown,no
4788,4927,53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes
4789,422,41,blue-collar,married,primary,no,246,no,no,unknown,19,jun,683,3,-1,0,unknown,yes
4790,4871,25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
4791,5547,31,technician,single,secondary,no,4,no,no,cellular,13,aug,202,2,-1,0,unknown,no
4792,3272,63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,yes
4793,5536,46,services,married,secondary,no,417,yes,no,cellular,30,jan,219,1,2,1,other,no
4794,9953,29,admin.,divorced,secondary,no,201,yes,no,unknown,4,jun,121,3,-1,0,unknown,no
4795,6486,40,services,married,secondary,no,2843,yes,no,cellular,20,apr,223,1,305,1,success,no
4796,6578,59,retired,married,secondary,no,278,no,no,cellular,12,aug,141,3,-1,0,unknown,no
4797,4040,45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,unknown,yes
4798,7867,60,technician,married,secondary,no,0,yes,no,telephone,24,jul,101,14,-1,0,unknown,no
4799,1546,34,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,2,-1,0,unknown,yes
4800,5041,43,technician,married,secondary,no,4945,yes,no,cellular,3,sep,219,3,185,2,success,yes
4801,4030,50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes
4802,9796,39,management,married,tertiary,no,1802,no,no,cellular,20,oct,92,1,336,1,failure,no
4803,3006,25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,yes
4804,5674,39,entrepreneur,single,unknown,no,879,yes,yes,cellular,2,feb,99,1,-1,0,unknown,no
4805,7853,43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646,2,-1,0,unknown,no
4806,4358,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
4807,6308,32,management,single,tertiary,no,1131,yes,no,unknown,20,may,267,2,-1,0,unknown,no
4808,1486,41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,157,1,-1,0,unknown,yes
4809,1264,53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,1,-1,0,unknown,yes
4810,2823,54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,yes
4811,10454,43,entrepreneur,single,tertiary,no,0,yes,no,unknown,26,may,142,3,-1,0,unknown,no
4812,3039,58,admin.,married,secondary,no,4348,yes,no,cellular,23,jun,790,4,141,1,other,yes
4813,7886,52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
4814,3146,53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,yes
4815,5156,24,management,single,tertiary,no,393,no,no,cellular,27,sep,1298,1,-1,0,unknown,yes
4816,2638,36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,4,374,2,failure,yes
4817,4579,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
4818,8061,37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,unknown,no
4819,9757,51,management,married,tertiary,no,1944,yes,no,unknown,27,may,217,2,-1,0,unknown,no
4820,1304,56,technician,married,secondary,no,23,no,no,cellular,20,nov,857,3,-1,0,unknown,yes
4821,87,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,651,32,-1,0,unknown,yes
4822,7751,31,unemployed,married,tertiary,no,3640,no,no,cellular,20,nov,120,1,-1,0,unknown,no
4823,8403,25,student,single,tertiary,no,641,yes,no,unknown,12,may,53,1,-1,0,unknown,no
4824,9191,30,blue-collar,single,secondary,no,4648,yes,no,unknown,20,may,37,1,-1,0,unknown,no
4825,5966,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,142,2,174,2,failure,no
4826,8186,26,unemployed,single,secondary,no,387,no,no,cellular,6,feb,506,1,-1,0,unknown,no
4827,2256,50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes
4828,3131,29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown,yes
4829,256,53,entrepreneur,single,secondary,no,62,yes,no,unknown,30,may,1044,5,-1,0,unknown,yes
4830,1541,37,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,630,3,-1,0,unknown,yes
4831,4374,27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
4832,1783,31,services,married,secondary,no,447,no,no,cellular,19,mar,220,3,-1,0,unknown,yes
4833,6021,39,blue-collar,single,primary,no,2,yes,no,unknown,9,jun,259,2,-1,0,unknown,no
4834,8369,45,management,married,secondary,no,315,yes,no,cellular,4,aug,154,2,-1,0,unknown,no
4835,5760,43,technician,married,secondary,no,308,yes,no,cellular,3,feb,137,3,264,4,other,no
4836,952,34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown,yes
4837,1856,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure,yes
4838,1205,57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,-1,0,unknown,yes
4839,5449,55,services,single,secondary,no,1126,yes,no,telephone,14,may,166,1,-1,0,unknown,no
4840,1046,57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,-1,0,unknown,yes
4841,3620,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
4842,2015,61,management,married,tertiary,no,267,no,no,cellular,20,apr,190,1,-1,0,unknown,yes
4843,1330,41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,-1,0,unknown,yes
4844,199,44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,2,-1,0,unknown,yes
4845,1341,39,admin.,single,secondary,no,2263,yes,yes,telephone,21,nov,1158,9,-1,0,unknown,yes
4846,10303,33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,jul,400,2,-1,0,unknown,no
4847,763,45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,yes
4848,2573,37,services,married,secondary,no,6089,yes,no,cellular,14,may,616,2,-1,0,unknown,yes
4849,7983,52,management,married,tertiary,no,732,no,no,telephone,4,feb,48,1,-1,0,unknown,no
4850,9148,42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no
4851,8751,49,entrepreneur,divorced,primary,yes,-736,no,no,cellular,31,jul,305,6,-1,0,unknown,no
4852,4885,63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
4853,4991,26,unemployed,single,secondary,no,632,no,no,cellular,12,aug,312,3,181,1,success,yes
4854,2111,32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
4855,7225,32,management,single,tertiary,no,586,yes,no,cellular,19,nov,158,4,-1,0,unknown,no
4856,4383,31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
4857,5733,30,unemployed,single,secondary,no,1058,no,no,cellular,4,feb,515,1,-1,0,unknown,no
4858,9466,46,management,married,tertiary,no,99,yes,no,cellular,23,jul,569,1,-1,0,unknown,no
4859,521,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
4860,2142,45,management,married,tertiary,no,160,no,no,cellular,30,apr,619,1,-1,0,unknown,yes
4861,4433,43,technician,single,unknown,no,11115,no,no,cellular,23,apr,291,1,182,3,success,yes
4862,2130,59,retired,married,primary,no,363,no,no,cellular,30,apr,400,1,-1,0,unknown,yes
4863,1478,68,retired,divorced,primary,no,250,no,no,cellular,3,feb,360,1,-1,0,unknown,yes
4864,3699,35,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,187,1,-1,0,unknown,yes
4865,2222,54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes
4866,8090,29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,no
4867,7616,39,unemployed,single,secondary,no,2645,yes,no,unknown,21,may,339,3,-1,0,unknown,no
4868,1527,33,blue-collar,married,secondary,no,315,no,no,cellular,4,feb,146,3,-1,0,unknown,yes
4869,5537,56,retired,divorced,primary,no,48,yes,no,cellular,14,may,132,2,-1,0,unknown,no
4870,2899,57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown,yes
4871,5976,70,blue-collar,married,primary,no,3075,no,no,telephone,10,aug,74,1,-1,0,unknown,no
4872,1073,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
4873,8138,35,management,married,tertiary,no,122,no,no,cellular,7,jul,179,4,-1,0,unknown,no
4874,4301,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
4875,3982,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347,1,failure,yes
4876,2846,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
4877,5365,27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no
4878,4483,35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
4879,3273,23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,100,2,-1,0,unknown,yes
4880,5047,65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
4881,2319,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
4882,1975,31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,failure,yes
4883,1133,49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,-1,0,unknown,yes
4884,7080,41,technician,single,secondary,no,3023,no,no,cellular,31,jul,616,3,-1,0,unknown,no
4885,6147,34,management,married,tertiary,no,0,no,no,cellular,22,jul,81,2,-1,0,unknown,no
4886,9140,36,technician,married,secondary,no,22,no,no,unknown,6,jun,464,1,-1,0,unknown,no
4887,8083,25,student,single,secondary,no,1765,yes,no,unknown,23,may,135,2,-1,0,unknown,no
4888,292,23,blue-collar,single,secondary,no,492,yes,no,unknown,4,jun,638,1,-1,0,unknown,yes
4889,341,43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,-1,0,unknown,yes
4890,4809,60,admin.,married,unknown,no,478,no,no,cellular,19,jul,173,2,311,8,failure,yes
4891,233,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
4892,7798,33,entrepreneur,married,tertiary,no,1145,yes,no,cellular,14,may,92,3,-1,0,unknown,no
4893,10541,44,services,married,secondary,no,3843,yes,no,cellular,17,nov,70,1,150,2,other,no
4894,7413,47,services,married,secondary,no,440,yes,no,unknown,12,jun,91,1,-1,0,unknown,no
4895,5396,53,entrepreneur,married,secondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other,no
4896,6458,47,housemaid,married,primary,no,275,yes,no,cellular,14,may,261,3,-1,0,unknown,no
4897,5431,29,technician,single,secondary,no,156,yes,no,unknown,27,may,574,5,-1,0,unknown,no
4898,6982,33,management,single,tertiary,no,-61,no,no,unknown,28,may,50,2,-1,0,unknown,no
4899,2312,30,management,married,tertiary,no,10884,no,no,cellular,4,may,333,2,-1,0,unknown,yes
4900,10405,29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown,no
4901,8612,35,unemployed,married,tertiary,no,-94,yes,no,cellular,18,jul,354,1,-1,0,unknown,no
4902,2353,31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown,yes
4903,1311,54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,562,2,-1,0,unknown,yes
4904,9232,41,blue-collar,married,secondary,no,10,yes,no,cellular,12,may,179,1,-1,0,unknown,no
4905,10185,28,admin.,single,secondary,no,596,yes,no,unknown,6,jun,151,6,-1,0,unknown,no
4906,7084,71,management,married,tertiary,no,13297,no,no,cellular,11,aug,265,1,190,2,failure,no
4907,464,36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,-1,0,unknown,yes
4908,10294,37,management,single,tertiary,no,10269,yes,no,cellular,18,may,28,2,-1,0,unknown,no
4909,249,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,1980,2,-1,0,unknown,yes
4910,206,23,services,single,secondary,no,665,yes,no,unknown,28,may,1183,1,-1,0,unknown,yes
4911,8274,47,management,married,tertiary,no,-50,no,yes,cellular,7,jul,175,1,-1,0,unknown,no
4912,3320,45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,1,-1,0,unknown,yes
4913,9816,53,self-employed,married,tertiary,no,1672,no,no,cellular,28,jan,176,1,189,1,failure,no
4914,10466,56,unemployed,married,secondary,no,972,no,no,cellular,30,jan,52,2,-1,0,unknown,no
4915,9354,31,blue-collar,single,primary,no,985,yes,no,unknown,12,may,178,2,-1,0,unknown,no
4916,9008,43,management,single,primary,yes,-39,yes,no,cellular,31,jul,9,23,-1,0,unknown,no
4917,281,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
4918,1891,39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,unknown,yes
4919,3681,26,technician,single,secondary,no,44,no,no,cellular,30,oct,217,1,-1,0,unknown,yes
4920,8362,47,blue-collar,married,secondary,no,4403,yes,yes,unknown,17,nov,81,1,-1,0,unknown,no
4921,215,35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes
4922,6260,57,management,married,tertiary,no,1832,yes,no,cellular,2,nov,131,2,-1,0,unknown,no
4923,3049,69,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,unknown,yes
4924,5756,29,entrepreneur,married,secondary,no,926,yes,no,cellular,15,jul,169,2,-1,0,unknown,no
4925,10569,39,blue-collar,married,secondary,no,72,yes,no,unknown,7,may,425,6,-1,0,unknown,no
4926,6171,32,blue-collar,married,primary,no,2,yes,yes,cellular,20,apr,180,3,284,1,failure,no
4927,8070,25,blue-collar,single,secondary,no,0,no,no,telephone,8,jul,112,1,-1,0,unknown,no
4928,4854,55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
4929,1859,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,yes
4930,8187,37,technician,single,tertiary,no,6889,yes,no,cellular,17,apr,108,2,147,1,failure,no
4931,3297,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
4932,5435,57,retired,married,secondary,no,-222,no,no,unknown,14,may,248,2,-1,0,unknown,no
4933,3722,64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201,1,-1,0,unknown,yes
4934,8365,43,housemaid,married,secondary,no,-177,yes,no,unknown,21,may,172,2,-1,0,unknown,no
4935,7417,33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,-1,0,unknown,no
4936,4607,48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,5,-1,0,unknown,yes
4937,6492,40,admin.,married,secondary,no,2199,no,no,unknown,6,jun,38,3,-1,0,unknown,no
4938,1877,55,admin.,married,unknown,no,2038,no,no,cellular,9,apr,394,1,-1,0,unknown,yes
4939,740,28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
4940,6421,36,management,single,tertiary,no,188,no,no,cellular,29,jan,55,2,-1,0,unknown,no
4941,2585,33,services,married,secondary,no,207,yes,no,cellular,14,may,629,4,-1,0,unknown,yes
4942,96,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
4943,8407,22,technician,single,secondary,no,0,yes,no,unknown,27,may,394,1,-1,0,unknown,no
4944,5716,48,management,married,tertiary,no,717,no,no,telephone,29,jul,139,2,-1,0,unknown,no
4945,809,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes
4946,7523,32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,unknown,no
4947,6193,27,management,single,tertiary,no,72,yes,no,cellular,28,jul,131,7,-1,0,unknown,no
4948,2261,36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,1,-1,0,unknown,yes
4949,5824,41,management,married,tertiary,no,8553,yes,no,cellular,12,aug,304,12,-1,0,unknown,no
4950,5575,30,technician,married,secondary,no,671,no,no,cellular,11,aug,96,2,-1,0,unknown,no
4951,9482,28,admin.,married,secondary,no,0,yes,yes,cellular,14,jul,546,2,-1,0,unknown,no
4952,2747,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,yes
4953,8508,38,technician,married,secondary,no,32,yes,no,unknown,9,may,705,1,-1,0,unknown,no
4954,6959,36,technician,married,secondary,yes,947,yes,no,unknown,28,may,452,2,-1,0,unknown,no
4955,5102,38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,yes
4956,5611,40,blue-collar,single,primary,no,-187,yes,no,cellular,5,feb,160,1,-1,0,unknown,no
4957,7734,48,services,married,secondary,no,440,yes,no,cellular,20,apr,611,1,312,1,failure,no
4958,555,60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,2,-1,0,unknown,yes
4959,9139,28,blue-collar,single,secondary,no,9,yes,no,unknown,17,oct,115,1,-1,0,unknown,no
4960,7802,33,services,married,tertiary,no,570,no,no,cellular,25,may,70,1,-1,0,unknown,no
4961,4543,29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,yes
4962,8043,31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown,no
4963,6271,52,technician,married,secondary,no,383,no,yes,cellular,18,jul,135,1,-1,0,unknown,no
4964,5424,27,management,single,tertiary,no,-98,yes,yes,unknown,16,may,344,2,-1,0,unknown,no
4965,2619,27,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,-1,0,unknown,yes
4966,9651,43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,no
4967,10213,53,blue-collar,married,secondary,no,2231,yes,no,cellular,14,jul,272,3,-1,0,unknown,no
4968,2756,39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,-1,0,unknown,yes
4969,9684,29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no
4970,8720,47,services,married,secondary,no,1111,no,no,unknown,20,jun,415,4,-1,0,unknown,no
4971,8919,40,services,divorced,secondary,no,0,no,no,unknown,21,may,111,4,-1,0,unknown,no
4972,3800,27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
4973,5437,41,management,married,secondary,no,1956,no,no,cellular,4,may,114,6,168,11,other,no
4974,3666,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes
4975,2646,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown,yes
4976,6297,32,management,married,tertiary,no,937,no,no,unknown,17,nov,76,1,-1,0,unknown,no
4977,7398,31,services,single,unknown,no,919,yes,no,cellular,18,may,180,2,-1,0,unknown,no
4978,5024,65,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,unknown,yes
4979,7442,39,technician,married,secondary,no,355,no,no,cellular,25,jul,132,1,-1,0,unknown,no
4980,7936,57,blue-collar,married,primary,no,4073,no,no,unknown,17,jun,193,3,-1,0,unknown,no
